Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score
Lisinopril,Indapamide,ACEI,Diuretic,Moderate,"Moderate
indapamide  lisinopril

Applies to: indapamide, lisinopril

Although indapamide and lisinopril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Lisinopril.",TBD,0.0
Lisinopril,Amiloride,ACEI,Diuretic,Major,"Major
aMILoride  lisinopril

Applies to: amiloride, lisinopril

Using lisinopril together with aMILoride may increase the levels of potassium in your blood (hyperkalemia), especially if you are dehydrated or have kidney disease, diabetes, heart failure, or if you are an older adult. Hyperkalemia can cause symptoms such as weakness, confusion, numbness or tingling, and uneven heartbeats. If your doctor prescribes these medications together, you may need a dose adjustment or special tests to safely take both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Amiloride is combined with Lisinopril.",TBD,0.0
Perindopril,Ramipril,ACEI,ACEI,,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of angioedema can be increased when Ramipril is combined with Perindopril.",TBD,0.0
Perindopril,Imidapril,ACEI,ACEI,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of angioedema can be increased when Perindopril is combined with Imidapril.",TBD,0.0
Perindopril,Candesartan,ACEI,ARB,Major,"Major
candesartan  perindopril

Applies to: candesartan, perindopril

Using perindopril together with candesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Candesartan.",TBD,0.0
Perindopril,Irbesartan,ACEI,ARB,Major,"Major
irbesartan  perindopril

Applies to: irbesartan, perindopril

Using perindopril together with irbesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Irbesartan.",TBD,0.0
Perindopril,Losartan,ACEI,ARB,Major,"Major
losartan  perindopril

Applies to: losartan, perindopril

Using perindopril together with losartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Losartan.",TBD,0.0
Perindopril,Telmisartan,ACEI,ARB,Major,"Major
telmisartan  perindopril

Applies to: telmisartan, perindopril

Using perindopril together with telmisartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Telmisartan.",TBD,0.0
Perindopril,Valsartan,ACEI,ARB,Major,"Major
valsartan  perindopril

Applies to: valsartan, perindopril

Using perindopril together with valsartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Valsartan.",TBD,0.0
Perindopril,Olmesartan,ACEI,ARB,Major,"Major
perindopril  olmesartan

Applies to: perindopril, olmesartan

Using perindopril together with olmesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Olmesartan.",TBD,0.0
Perindopril,Acebutolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Perindopril may increase the hypotensive activities of Acebutolol.",TBD,0.0
Perindopril,Atenolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Atenolol may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Betaxolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Bisoprolol,ACEI,Beta-Blocker,,No drug-drug interactions found,None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Perindopril,Metoprolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Nebivolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Perindopril may increase the hypotensive activities of Nebivolol.",TBD,0.0
Perindopril,Propranolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Propranolol may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Amlodipine,ACEI,CCB,Minor,"Minor
amLODIPine  perindopril

Applies to: amlodipine, perindopril

Information for this minor interaction is available on the professional version.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Perindopril,Felodipine,ACEI,CCB,Minor,"Minor
felodipine  perindopril

Applies to: felodipine, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Perindopril may increase the hypotensive activities of Felodipine.",TBD,0.0
Perindopril,Isradipine,ACEI,CCB,Minor,"Minor
isradipine  perindopril

Applies to: isradipine, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Isradipine may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Lercanidipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Lercanidipine may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Nifedipine,ACEI,CCB,Minor,"Minor
NIFEdipine  perindopril

Applies to: nifedipine, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Perindopril is combined with Nifedipine.",TBD,0.0
Perindopril,Diltiazem,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Diltiazem may increase the hypotensive activities of Perindopril.",TBD,0.0
Perindopril,Verapamil,ACEI,CCB,Minor,"Minor
verapamil  perindopril

Applies to: verapamil, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Perindopril.",TBD,0.0
Perindopril,Hydrochlorothiazide,ACEI,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The therapeutic efficacy of Perindopril can be increased when used in combination with Hydrochlorothiazide.",TBD,0.0
Perindopril,Indapamide,ACEI,Diuretic,Moderate,"Moderate
indapamide  perindopril

Applies to: indapamide, perindopril

Although indapamide and perindopril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Perindopril,Amiloride,ACEI,Diuretic,Major,"Major
aMILoride  perindopril

Applies to: amiloride, perindopril

Using perindopril together with aMILoride may increase the levels of potassium in your blood (hyperkalemia), especially if you are dehydrated or have kidney disease, diabetes, heart failure, or if you are an older adult. Hyperkalemia can cause symptoms such as weakness, confusion, numbness or tingling, and uneven heartbeats. If your doctor prescribes these medications together, you may need a dose adjustment or special tests to safely take both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Amiloride is combined with Perindopril.",TBD,0.0
Ramipril,Imidapril,ACEI,ACEI,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of angioedema can be increased when Ramipril is combined with Imidapril.",TBD,0.0
Ramipril,Candesartan,ACEI,ARB,Major,"Major
ramipril  candesartan

Applies to: ramipril, candesartan

Using ramipril together with candesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Candesartan.",TBD,0.0
Ramipril,Irbesartan,ACEI,ARB,Major,"Major
ramipril  irbesartan

Applies to: ramipril, irbesartan

Using ramipril together with irbesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Irbesartan.",TBD,0.0
Ramipril,Losartan,ACEI,ARB,Major,"Major
ramipril  losartan

Applies to: ramipril, losartan

Using ramipril together with losartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Losartan.",TBD,0.0
Ramipril,Telmisartan,ACEI,ARB,Major,"Major
ramipril  telmisartan

Applies to: ramipril, telmisartan

Using ramipril together with telmisartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Telmisartan is combined with Ramipril.",TBD,0.0
Ramipril,Valsartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Valsartan.",TBD,0.0
Ramipril,Olmesartan,ACEI,ARB,Major,"Major
ramipril  olmesartan

Applies to: ramipril, olmesartan

Using ramipril together with olmesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Olmesartan.",TBD,0.0
Ramipril,Acebutolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Acebutolol.",TBD,0.0
Ramipril,Atenolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Atenolol.",TBD,0.0
Ramipril,Betaxolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Betaxolol.",TBD,0.0
Ramipril,Bisoprolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Bisoprolol.",TBD,0.0
Ramipril,Metoprolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Metoprolol.",TBD,0.0
Ramipril,Nebivolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Nebivolol.",TBD,0.0
Ramipril,Propranolol,ACEI,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Propranolol.",TBD,0.0
Ramipril,Amlodipine,ACEI,CCB,Minor,"Minor
amLODIPine  ramipril

Applies to: amlodipine, ramipril

Information for this minor interaction is available on the professional version.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Ramipril,Felodipine,ACEI,CCB,Minor,"Minor
felodipine  ramipril

Applies to: felodipine, ramipril

Information for this minor interaction is available on the professional version.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Ramipril,Isradipine,ACEI,CCB,Minor,"Minor
isradipine  ramipril

Applies to: isradipine, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Isradipine.",TBD,0.0
Ramipril,Lercanidipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Lercanidipine.",TBD,0.0
Ramipril,Nifedipine,ACEI,CCB,Minor,"Minor
NIFEdipine  ramipril

Applies to: nifedipine, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Ramipril is combined with Nifedipine.",TBD,0.0
Ramipril,Diltiazem,ACEI,CCB,Minor,"Minor
dilTIAZem  ramipril

Applies to: diltiazem, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Ramipril may increase the hypotensive activities of Diltiazem.",TBD,0.0
Ramipril,Verapamil,ACEI,CCB,Minor,"Minor
verapamil  ramipril

Applies to: verapamil, ramipril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Ramipril is combined with Verapamil.",TBD,0.0
Ramipril,Hydrochlorothiazide,ACEI,Diuretic,Moderate,"Moderate
hydroCHLOROthiazide  ramipril

Applies to: hydrochlorothiazide, ramipril

Although hydroCHLOROthiazide and ramipril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Ramipril,Indapamide,ACEI,Diuretic,Moderate,"Moderate
indapamide  ramipril

Applies to: indapamide, ramipril

Although indapamide and ramipril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Ramipril.",TBD,0.0
Ramipril,Amiloride,ACEI,Diuretic,Major,"Major
aMILoride  ramipril

Applies to: amiloride, ramipril

Using ramipril together with aMILoride may increase the levels of potassium in your blood (hyperkalemia), especially if you are dehydrated or have kidney disease, diabetes, heart failure, or if you are an older adult. Hyperkalemia can cause symptoms such as weakness, confusion, numbness or tingling, and uneven heartbeats. If your doctor prescribes these medications together, you may need a dose adjustment or special tests to safely take both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Amiloride is combined with Ramipril.",TBD,0.0
Imidapril,Candesartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Candesartan.",TBD,0.0
Imidapril,Irbesartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Irbesartan.",TBD,0.0
Imidapril,Losartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Losartan.",TBD,0.0
Imidapril,Telmisartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Telmisartan.",TBD,0.0
Imidapril,Valsartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Valsartan.",TBD,0.0
Imidapril,Olmesartan,ACEI,ARB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Imidapril is combined with Olmesartan.",TBD,0.0
Imidapril,Acebutolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Acebutolol may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Atenolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Atenolol may increase the hypotensive activities of Imidapril.",TBD,0.0
