Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score,CPG_Efficacy_Bonus,CPG_Outcome_Bonus,CPG_Tolerability_Penalty,CPG_Adjusted_Risk_Score
Lisinopril,Acebutolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Lisinopril may increase the hypotensive activities of Acebutolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Atenolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Atenolol may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Betaxolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Bisoprolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Bisoprolol may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Metoprolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Nebivolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Lisinopril may increase the hypotensive activities of Nebivolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Propranolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Propranolol may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Amlodipine,ACEI,CCB,Minor,"Minor
amLODIPine  lisinopril

Applies to: amlodipine, lisinopril

Information for this minor interaction is available on the professional version.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Felodipine,ACEI,CCB,Minor,"Minor
felodipine  lisinopril

Applies to: felodipine, lisinopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Lisinopril may increase the hypotensive activities of Felodipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Isradipine,ACEI,CCB,Minor,"Minor
isradipine  lisinopril

Applies to: isradipine, lisinopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Isradipine may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Lercanidipine,ACEI,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Lercanidipine may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Nifedipine,ACEI,CCB,Minor,"Minor
NIFEdipine  lisinopril

Applies to: nifedipine, lisinopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Lisinopril is combined with Nifedipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Diltiazem,ACEI,CCB,Minor,"
Minor
dilTIAZem  lisinopril
Applies to: diltiazem, lisinopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Diltiazem may increase the hypotensive activities of Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Verapamil,ACEI,CCB,Minor,"Minor
verapamil  lisinopril

Applies to: verapamil, lisinopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Lisinopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Lisinopril,Hydrochlorothiazide,ACEI,Diuretic,Moderate,"Moderate
hydroCHLOROthiazide  lisinopril

Applies to: hydrochlorothiazide, lisinopril

Although hydroCHLOROthiazide and lisinopril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Moderate,0.5,0.05,0.0,-0.01,0.54
Lisinopril,Indapamide,ACEI,Diuretic,Moderate,"Moderate
indapamide  lisinopril

Applies to: indapamide, lisinopril

Although indapamide and lisinopril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Lisinopril.",Moderate,0.5,0.05,0.03,-0.01,0.5700000000000001
Lisinopril,Amiloride,ACEI,Diuretic,Major,"Major
aMILoride  lisinopril

Applies to: amiloride, lisinopril

Using lisinopril together with aMILoride may increase the levels of potassium in your blood (hyperkalemia), especially if you are dehydrated or have kidney disease, diabetes, heart failure, or if you are an older adult. Hyperkalemia can cause symptoms such as weakness, confusion, numbness or tingling, and uneven heartbeats. If your doctor prescribes these medications together, you may need a dose adjustment or special tests to safely take both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Amiloride is combined with Lisinopril.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Ramipril,ACEI,ACEI,None,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of angioedema can be increased when Ramipril is combined with Perindopril.",Moderate,0.5,0.05,0.0,-0.01,0.54
Perindopril,Imidapril,ACEI,ACEI,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of angioedema can be increased when Perindopril is combined with Imidapril.",Moderate,0.5,0.05,0.0,-0.01,0.54
Perindopril,Candesartan,ACEI,ARB,Major,"Major
candesartan  perindopril

Applies to: candesartan, perindopril

Using perindopril together with candesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Candesartan.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Irbesartan,ACEI,ARB,Major,"Major
irbesartan  perindopril

Applies to: irbesartan, perindopril

Using perindopril together with irbesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Irbesartan.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Losartan,ACEI,ARB,Major,"Major
losartan  perindopril

Applies to: losartan, perindopril

Using perindopril together with losartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Losartan.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Telmisartan,ACEI,ARB,Major,"Major
telmisartan  perindopril

Applies to: telmisartan, perindopril

Using perindopril together with telmisartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Telmisartan.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Valsartan,ACEI,ARB,Major,"Major
valsartan  perindopril

Applies to: valsartan, perindopril

Using perindopril together with valsartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Valsartan.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Olmesartan,ACEI,ARB,Major,"Major
perindopril  olmesartan

Applies to: perindopril, olmesartan

Using perindopril together with olmesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Perindopril is combined with Olmesartan.",Major,0.25,0.05,0.0,-0.01,0.29
Perindopril,Acebutolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Perindopril may increase the hypotensive activities of Acebutolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Atenolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Atenolol may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Betaxolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Bisoprolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.05,0.0,-0.01,1.04
Perindopril,Metoprolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Nebivolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Perindopril may increase the hypotensive activities of Nebivolol.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Propranolol,ACEI,Beta-Blocker,None,No drug-drug interactions found,Minor,"DESCRIPTION

Propranolol may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Amlodipine,ACEI,CCB,Minor,"Minor
amLODIPine  perindopril

Applies to: amlodipine, perindopril

Information for this minor interaction is available on the professional version.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Felodipine,ACEI,CCB,Minor,"Minor
felodipine  perindopril

Applies to: felodipine, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Perindopril may increase the hypotensive activities of Felodipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Isradipine,ACEI,CCB,Minor,"Minor
isradipine  perindopril

Applies to: isradipine, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Isradipine may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Lercanidipine,ACEI,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Lercanidipine may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Nifedipine,ACEI,CCB,Minor,"Minor
NIFEdipine  perindopril

Applies to: nifedipine, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Perindopril is combined with Nifedipine.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Diltiazem,ACEI,CCB,Minor,"Minor
dilTIAZem  perindopril
Applies to: diltiazem, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

Diltiazem may increase the hypotensive activities of Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Verapamil,ACEI,CCB,Minor,"Minor
verapamil  perindopril

Applies to: verapamil, perindopril

Information for this minor interaction is available on the professional version.",Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Perindopril.",Minor,0.75,0.05,0.0,-0.01,0.79
Perindopril,Hydrochlorothiazide,ACEI,Diuretic,Moderate,"
Moderate
hydroCHLOROthiazide  perindopril
Applies to: hydrochlorothiazide, perindopril

Although hydroCHLOROthiazide and perindopril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Perindopril can be increased when used in combination with Hydrochlorothiazide.",Moderate,0.5,0.05,0.0,-0.01,0.54
Perindopril,Indapamide,ACEI,Diuretic,Moderate,"Moderate
indapamide  perindopril

Applies to: indapamide, perindopril

Although indapamide and perindopril are frequently combined together, their effects may be additive on lowering your blood pressure. You may need a dose adjustment or special tests to safely take both medications. Contact your doctor if you have a reduced heart rate, dizziness, fainting, or headaches. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Moderate,0.5,0.05,0.03,-0.01,0.5700000000000001
Perindopril,Amiloride,ACEI,Diuretic,Major,"Major
aMILoride  perindopril

Applies to: amiloride, perindopril

Using perindopril together with aMILoride may increase the levels of potassium in your blood (hyperkalemia), especially if you are dehydrated or have kidney disease, diabetes, heart failure, or if you are an older adult. Hyperkalemia can cause symptoms such as weakness, confusion, numbness or tingling, and uneven heartbeats. If your doctor prescribes these medications together, you may need a dose adjustment or special tests to safely take both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Amiloride is combined with Perindopril.",Major,0.25,0.05,0.0,-0.01,0.29
Ramipril,Imidapril,ACEI,ACEI,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The risk or severity of angioedema can be increased when Ramipril is combined with Imidapril.",Moderate,0.5,0.05,0.0,-0.01,0.54
Ramipril,Candesartan,ACEI,ARB,Major,"Major
ramipril  candesartan

Applies to: ramipril, candesartan

Using ramipril together with candesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Candesartan.",Major,0.25,0.05,0.0,-0.01,0.29
Ramipril,Irbesartan,ACEI,ARB,Major,"Major
ramipril  irbesartan

Applies to: ramipril, irbesartan

Using ramipril together with irbesartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Irbesartan.",Major,0.25,0.05,0.0,-0.01,0.29
Ramipril,Losartan,ACEI,ARB,Major,"Major
ramipril  losartan

Applies to: ramipril, losartan

Using ramipril together with losartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Losartan.",Major,0.25,0.05,0.0,-0.01,0.29
Ramipril,Telmisartan,ACEI,ARB,Major,"Major
ramipril  telmisartan

Applies to: ramipril, telmisartan

Using ramipril together with telmisartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Telmisartan is combined with Ramipril.",Major,0.25,0.05,0.0,-0.01,0.29
Ramipril,Valsartan,ACEI,ARB,Major,"Major
ramipril  valsartan
Applies to: ramipril, valsartan

Using ramipril together with valsartan may increase the risk of side effects such as low blood pressure, kidney function impairment, and a condition called hyperkalemia (high blood potassium). In severe cases, hyperkalemia can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while taking these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications. Talk to your doctor if you have any questions or concerns. Your doctor may already be aware of the risks, but has determined that this is the best course of treatment for you and has taken appropriate precautions and is monitoring you closely for any potential complications. In addition, ask your doctor if it is necessary for you to limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Ramipril is combined with Valsartan.",Major,0.25,0.05,0.0,-0.01,0.29
